@relation 'numeric-weka.filters.unsupervised.attribute.Remove-R1-27,29-37,39-80,82-118,120-125,127-152,154-193,195-200,202-203,205,208-209,213-217,219-220,222-224,229'

@attribute Var28 numeric
@attribute Var38 numeric
@attribute Var81 numeric
@attribute Var119 numeric
@attribute Var126 numeric
@attribute Var153 numeric
@attribute Var194 numeric
@attribute Var201 numeric
@attribute Var204 numeric
@attribute Var206 numeric
@attribute Var207 numeric
@attribute Var210 numeric
@attribute Var211 numeric
@attribute Var212 numeric
@attribute Var218 numeric
@attribute Var221 numeric
@attribute Var225 numeric
@attribute Var226 numeric
@attribute Var227 numeric
@attribute Var228 numeric
@attribute Label {0,1}

@data
166.56,0,2984.9,3085,?,880080,2,2,56,20,5,7,1,16,1,7,2,22,4,12,0
253.52,4112500,229840,275,4,9235800,0,0,81,22,11,7,1,36,1,5,0,16,3,9,0
133.12,4668,9612.1,215,-6,267460,0,0,37,8,11,7,1,36,2,5,0,2,3,9,0
220.08,8373100,141180,1485,?,10704000,2,2,62,13,11,7,1,47,2,5,3,4,3,3,0
166.56,26970,13420,1130,56,1543200,0,0,21,5,11,7,1,47,2,5,1,15,3,9,0
286.96,2376000,188330,385,4,6808000,0,0,8,8,11,7,1,36,2,5,0,11,3,9,0
186.64,9985900,221730,500,-22,9980800,0,0,74,8,11,7,2,36,1,5,1,20,3,9,0
166.56,8268,2428.3,565,4,58320,2,2,45,12,10,7,1,30,1,7,2,8,2,30,0
166.56,29334,21747,955,4,2676400,0,0,82,5,5,7,1,47,1,5,0,5,4,26,0
424.48,4957400,212160,595,-20,10014000,0,0,32,8,11,7,2,36,2,5,1,7,3,9,0
?,?,?,?,-16,?,0,0,48,0,11,7,2,36,1,5,0,7,3,9,0
?,?,?,?,-16,?,0,0,11,0,11,7,2,36,2,5,0,22,3,9,0
280.72,0,63087,50,?,0,0,0,45,8,11,7,1,36,1,5,0,8,3,9,0
286.96,10325000,225580,500,?,10485000,2,2,45,8,11,7,1,36,1,5,2,8,3,3,0
186.64,228920,235740,295,8,9571400,0,0,56,22,11,7,1,36,1,5,0,22,3,9,0
133.12,0,4689.1,255,?,128010,2,2,57,8,11,7,1,36,1,5,2,3,3,9,0
265.84,3575800,189830,485,4,10656000,0,0,71,8,11,7,1,36,1,5,0,16,3,9,0
280.24,6497600,163890,575,?,10617000,0,0,29,10,11,7,1,36,2,5,1,25,3,9,0
95.92,8984900,70922,2330,-28,11200000,0,0,37,22,6,7,1,20,2,4,0,2,5,9,0
294,4469700,35018,2145,?,10692000,0,0,12,13,11,7,1,47,2,5,1,2,3,9,0
240.56,0,197260,200,18,0,0,0,73,20,11,5,1,36,2,5,0,18,3,9,0
86.96,3339100,203830,545,8,10467000,0,0,49,22,11,7,1,36,1,5,0,15,3,9,0
166.56,0,145540,155,38,266400,0,0,42,2,11,7,1,36,2,5,1,9,3,9,0
286.88,1217000,246910,40,-18,2633800,0,0,82,8,8,7,2,31,1,1,0,5,1,30,0
292,3691700,23305,535,-28,10895000,2,2,74,12,10,7,1,30,1,7,2,20,2,20,0
200,0,5656.6,490,4,290120,2,2,59,10,11,7,1,36,1,5,2,8,3,9,0
186.64,1945800,177130,505,4,9900000,2,2,67,16,11,7,1,47,1,5,2,8,3,12,0
220.48,132010,6428.6,560,-12,626270,0,0,35,12,11,5,1,47,2,5,0,18,3,3,0
?,?,?,?,-30,?,0,0,37,0,11,7,1,36,2,5,0,2,3,9,0
220.08,2602700,7051,12965,-30,5463100,0,0,77,8,11,7,1,36,2,5,0,6,3,9,0
165.92,4369900,234860,475,?,10463000,0,0,98,8,11,7,1,36,2,5,1,3,3,9,0
166.56,0,13144,0,?,0,3,2,101,8,10,7,1,30,1,7,2,8,2,30,0
166.56,4106300,319370,80,4,9857000,0,0,96,8,9,7,1,17,2,7,0,25,2,23,0
0,2333300,210140,340,4,9675100,0,0,20,8,8,7,1,31,2,1,0,12,1,30,0
286.96,5124400,189480,590,-24,9183900,0,0,13,8,11,7,2,36,2,5,1,14,3,9,0
20.08,8563300,116400,585,4,10512000,0,0,17,13,11,7,1,47,2,5,1,15,3,9,0
399.2,5702600,177710,620,4,10569000,0,0,96,8,11,7,1,36,1,5,0,25,3,9,0
299.52,951020,52389,845,-10,5704900,0,0,81,15,11,7,2,47,2,5,1,16,3,9,0
252.88,2040200,70540,1495,14,10584000,0,0,81,8,11,7,1,36,1,5,0,16,3,9,1
166.56,329320,10250,670,?,835330,0,0,43,13,11,7,1,47,2,5,1,5,3,9,0
?,?,?,?,-22,?,0,0,77,0,11,7,2,36,2,5,0,6,3,9,0
200,0,18092,260,32,1260200,0,0,91,13,10,7,1,30,2,7,1,12,2,30,0
?,?,?,?,-16,?,0,0,42,0,11,7,2,36,2,5,0,9,3,9,0
