@relation 'numeric churn-weka.filters.unsupervised.attribute.Remove-R1-56,58-72,75-80,82-112,114-118,120-125,127-188,190-191,193-198,200-201,203-204,206-209,213-215,219,221-225,227-229'

@attribute Var57 numeric
@attribute Var73 numeric
@attribute Var74 numeric
@attribute Var81 numeric
@attribute Var113 numeric
@attribute Var119 numeric
@attribute Var126 numeric
@attribute Var189 numeric
@attribute Var192 numeric
@attribute Var199 numeric
@attribute Var202 numeric
@attribute Var205 numeric
@attribute Var210 numeric
@attribute Var211 numeric
@attribute Var212 numeric
@attribute Var216 numeric
@attribute Var217 numeric
@attribute Var218 numeric
@attribute Var220 numeric
@attribute Var226 numeric
@attribute Label {0,1}

@data
4.8695,22,0,91851,-919270,195,4,282,152,1710,1268,2,7,1,36,112,8527,1,5681,14,0
5.7142,158,2086,231200,-339880,345,-30,?,57,4719,766,2,7,1,30,376,2098,1,468,9,0
6.3871,16,0,81335,188560,865,?,?,139,5761,2762,2,7,1,20,2623,11615,2,2867,17,1
4.0254,108,42,16249,93452,330,8,?,123,6997,1441,2,7,1,45,2256,5803,1,910,3,0
2.2608,104,35,0,0,0,?,?,296,0,0,0,5,1,36,1222,16338,2,2258,20,0
0.65627,18,0,211960,234160,200,-6,?,135,5935,3713,2,7,2,36,247,18684,1,1298,11,0
4.5187,42,266,25945,-58746,640,16,234,360,4797,5874,2,7,1,36,2069,3733,1,1111,8,0
5.1995,10,?,?,-1296200,?,4,288,131,5568,66,2,7,1,36,711,16823,2,4407,12,0
1.3427,22,0,61825,504210,1830,-2,324,227,2114,598,1,5,1,36,1508,18628,2,5107,18,0
5.771,54,21,216190,126720,515,30,?,7,4272,4644,1,7,1,36,1936,10457,1,4130,17,0
0.56719,10,?,?,-1264600,?,4,318,288,3324,1320,2,7,1,36,2359,2405,2,5059,5,0
3.5178,22,0,226800,-300670,415,-22,?,107,5770,2588,2,7,2,36,711,4585,2,5223,5,0
0.92309,102,7,45756,12812,915,24,?,159,4837,5606,2,7,1,47,1085,7634,2,4917,14,0
0.09357,20,0,337830,-35328,190,-4,138,152,1164,3441,3,7,2,24,708,10992,1,3090,14,0
1.6208,66,0,212270,162310,535,14,?,48,1449,1670,2,7,1,65,802,7515,2,3045,11,0
3.7129,146,0,87128,-264450,690,?,192,302,3814,1383,0,7,1,45,853,5793,1,4104,25,0
4.3125,116,175,102690,119280,535,36,276,166,724,4864,1,7,1,45,2256,1614,1,4469,20,0
4.3813,58,168,5705.2,-83192,660,4,?,152,80,1291,2,7,1,24,688,1717,2,2539,14,0
1.2564,78,259,167650,97728,1245,30,276,311,873,1227,2,7,1,20,149,4724,1,3471,25,0
6.6898,14,0,161650,83469,300,-10,114,130,6502,4850,2,7,1,36,644,17034,1,1767,8,0
6.8609,34,0,196120,51529,515,10,390,395,5935,4589,2,7,1,17,2128,11718,2,2539,15,0
4.1028,58,329,43760,518080,935,-24,252,182,4956,254,2,7,2,47,10,2724,2,2657,25,0
5.812,10,?,?,443400,?,-14,?,314,2053,5690,2,7,2,36,247,18041,2,683,5,0
2.8374,58,301,8581.8,-88029,250,34,?,309,3063,1324,3,7,1,17,919,14377,2,2539,7,0
2.135,88,0,51799,-442160,540,-26,?,118,3992,3567,1,7,1,36,1904,17110,1,1894,8,0
1.483,106,147,157360,208090,1350,?,?,28,2053,4591,2,7,1,36,1808,5116,1,1894,8,0
5.6764,44,84,133660,45714,560,?,168,354,4673,783,3,7,1,36,1765,17556,1,3776,25,0
4.7844,52,0,112850,155180,655,22,?,176,2275,1029,1,7,1,36,936,14356,1,2521,8,0
3.219,42,0,148380,162190,560,?,?,5,5949,3005,1,7,1,36,1765,12693,1,2986,23,0
1.6595,34,56,96200,-328400,535,4,?,368,4797,1229,0,7,1,20,2623,16751,1,1301,20,0
4.1126,6,?,?,-1253900,?,-18,132,366,6374,6005,2,7,2,36,128,17760,2,3635,12,0
5.6729,126,7,22716,133080,1970,?,?,246,6997,5126,2,7,1,20,288,1724,2,4469,5,0
0.43089,58,0,4918.1,-84387,1145,4,?,76,4797,3086,2,7,1,47,10,18163,2,866,15,1
6.9084,86,21,5576.9,-1912100,330,?,288,183,4307,2988,2,7,1,36,1904,13094,2,3897,3,0
6.9677,174,70,7803,-1503100,515,?,?,262,7902,5211,1,7,1,43,383,13808,2,4104,12,0
4.7129,16,0,4173.9,5342.7,405,4,?,76,2141,4103,2,7,1,20,2584,15158,2,288,4,0
3.9263,96,35,40320,-50338,665,6,?,367,1665,230,0,7,1,46,325,11992,2,3822,2,0
0.16471,34,0,203340,55484,495,-20,?,380,2933,3096,2,7,2,36,2073,15914,1,2759,8,0
6.5913,86,28,3028.3,8865.8,315,6,?,131,3049,66,3,7,2,70,2148,1792,2,1991,12,0
2.4636,48,0,195840,282680,550,-22,312,136,3642,1337,1,7,2,36,647,13786,1,5025,16,0
4.5428,152,42,218610,345240,515,-20,318,123,873,5809,2,7,2,65,438,132,2,2485,3,0
2.4424,84,133,85881,90504,490,?,294,354,2824,4714,2,7,1,36,1904,13134,1,129,25,0
6.5176,36,56,892.69,12659,1185,?,438,329,1187,2735,1,7,1,36,2041,9530,2,3689,11,0
6.3704,18,0,91032,165690,1115,4,?,389,3711,55,2,7,1,36,711,2805,1,2692,12,0
5.5789,132,175,73202,127150,2845,?,216,366,8105,975,2,7,1,47,1065,18420,1,3554,12,0
2.7336,64,0,14202,-2526.7,85,4,360,239,1909,2879,1,7,1,36,2073,10480,1,2030,8,0
1.8235,60,0,197770,-44806,545,?,?,395,235,2299,2,7,1,36,1711,0,0,3663,15,1
6.7765,128,217,8298.8,126150,1625,34,?,67,3912,4096,2,7,1,22,338,12184,2,468,19,0
5.2467,226,161,20613,10790,1275,-30,?,234,3324,1026,2,7,1,51,2676,1828,1,468,20,0
2.2922,124,0,7777.3,-24991,1145,?,?,317,1479,1359,2,7,1,30,1306,1856,1,2776,14,0
0.74001,6,?,?,723460,?,-30,438,192,4776,2698,1,7,2,36,1779,12094,2,4454,8,0
5.072,88,441,123060,254300,605,-22,?,236,5566,5558,2,7,2,36,1222,8490,1,627,8,0
0.16727,8,?,?,-2275900,?,-16,?,109,80,3224,2,7,2,36,128,11987,2,2427,20,0
3.0718,58,14,200560,531500,620,?,180,295,5128,2791,3,7,1,24,938,9512,2,2737,20,0
1.3301,10,?,?,-735160,?,4,?,80,2506,5599,2,7,1,20,2623,6610,2,5595,15,0
1.4706,34,0,153960,926440,550,-30,?,183,2083,754,2,7,1,36,2005,1996,2,2485,3,0
1.2038,90,434,187520,68820,610,34,336,45,4113,5143,2,7,1,7,2464,10742,2,3822,14,0
0.45354,48,14,192640,321750,515,?,?,107,2268,3413,2,7,1,36,1765,5440,1,5236,5,0
6.4191,100,98,5449,-15751,395,?,?,176,6926,2022,1,7,1,7,1942,9728,1,3822,8,0
5.8928,44,28,81452,323610,1330,?,330,79,3619,2192,1,7,1,17,919,4433,2,2539,13,0
1.0617,32,0,3813,-242160,0,6,342,30,5935,2724,2,7,1,17,2128,1255,2,2539,9,0
4.7541,28,0,162360,-14257,455,-26,?,262,3063,3353,1,7,1,36,2069,8672,2,3454,12,0
4.4078,88,84,34492,350270,550,-24,324,76,5393,928,1,7,2,36,1904,539,2,3663,15,0
2.1957,28,0,4539.4,-31845,385,-26,?,395,2269,3388,2,7,1,36,2073,14722,2,4817,15,0
0.54326,42,0,181290,-9072.4,435,-22,318,155,7118,1181,2,7,2,36,2073,17281,2,227,22,0
1.2636,64,14,194090,233150,540,40,?,15,3819,3825,2,7,1,36,2073,2465,2,3007,17,0
4.8778,24,0,199090,387300,590,4,234,365,5935,4730,2,7,1,36,711,11576,1,4708,12,0
6.4766,156,126,198900,-163850,365,20,?,80,7962,4311,2,7,1,47,1085,18082,2,1856,15,0
2.2916,10,?,?,-617020,?,?,?,18,1449,4543,2,7,1,20,2440,263,2,4580,2,0
1.0746,36,56,125790,174620,895,?,?,83,4266,155,2,2,1,31,1027,5741,2,2465,23,0
6.4849,14,0,335670,-225550,95,4,336,6,35,3735,2,7,1,36,2069,6544,2,143,6,0
2.6131,72,0,220500,64339,320,8,204,81,3704,828,2,7,1,22,1251,4004,2,2244,16,0
1.9947,34,0,178510,47618,585,-20,318,264,5789,5189,3,7,2,36,647,9072,2,4440,2,0
1.8483,120,0,56429,323960,1760,?,282,246,1411,809,2,7,1,47,10,16501,2,5468,5,0
4.0521,34,0,5314.3,-1252900,1100,4,264,309,4016,3415,2,7,1,47,10,8965,2,4674,7,0
1.1139,136,0,226370,128810,510,20,168,123,4115,5809,2,7,1,47,787,132,2,2485,3,0
5.6093,32,35,128810,-251520,430,-30,?,79,1411,4270,2,7,1,36,1765,3357,2,25,13,0
6.3907,66,0,23439,-358170,335,4,282,257,4229,4189,2,7,1,45,853,5388,2,1707,12,0
1.1213,170,0,3922.5,5465.8,1350,4,?,206,4572,5434,2,7,1,47,1085,4416,2,2636,14,0
2.8972,88,84,12560,-131820,1685,?,?,317,2269,4824,2,7,1,36,1222,3601,1,4321,14,1
5.2433,12,0,41549,-582670,335,4,192,309,5802,347,2,7,1,36,1765,12920,1,3332,7,0
1.696,54,0,178760,79450,525,30,?,203,2053,5898,2,7,1,36,1936,5272,1,2998,8,0
4.1451,80,35,13612,54390,575,-30,?,311,6433,3485,2,7,1,47,10,2283,2,297,25,0
2.2271,34,84,34123,106520,3380,?,210,35,3978,2220,1,7,1,36,1765,16109,1,1882,14,1
0.29887,86,21,80076,-241400,950,?,228,75,4742,3198,2,5,1,47,1085,9245,2,5424,18,0
1.2119,10,?,?,-1497800,?,4,?,397,1655,1544,0,7,1,20,654,373,2,5357,6,0
4.5518,62,0,143470,-23371,685,-20,360,146,4743,5828,2,7,2,36,647,1887,1,5433,22,0
2.9996,72,14,7306.7,34878,1525,4,?,308,7751,4024,3,7,1,63,1704,14801,1,1272,8,0
2.1339,136,903,185190,325140,490,10,?,131,3439,3628,1,2,1,46,1184,7869,1,468,12,0
4.5448,16,0,204560,148290,370,4,?,295,7963,3916,2,7,1,36,2069,8546,1,1723,20,0
5.3014,38,28,193110,207550,535,12,?,309,715,3147,2,7,1,20,2075,10507,2,1281,7,1
1.6702,86,7,7212.8,35.714,1485,?,?,222,6550,5068,1,7,1,36,1904,9176,1,420,12,0
4.3805,10,?,?,338020,?,-14,144,274,3123,2312,3,7,2,36,247,3011,1,205,8,0
6.2369,8,?,?,-1787700,?,?,?,241,7863,2263,2,7,1,20,2584,14872,2,833,25,0
6.0479,10,?,?,-1549100,?,-14,?,380,6709,2531,2,7,2,36,1912,1468,1,205,8,1
5.7488,62,98,185110,100060,710,8,?,314,2083,512,0,7,1,20,291,2881,2,1651,5,0
3.0857,64,84,220640,166670,400,?,210,262,4168,5211,2,7,1,20,288,4466,2,1808,12,0
2.317,34,70,192590,363600,565,-20,?,329,5284,4950,2,7,2,36,2073,6089,2,4318,11,0
4.6964,96,0,203420,98852,485,-30,?,12,1725,3505,2,7,1,36,1222,9884,1,2295,8,0
4.1438,40,154,22965,-1152200,380,16,318,202,6333,5625,2,7,1,36,2069,18854,1,4073,11,0
4.0115,16,0,22332,-96119,705,4,?,55,4797,1365,2,7,1,36,2069,0,0,3195,8,0
1.9571,158,168,231100,-280620,465,-24,?,8,306,1464,2,7,2,70,2237,17733,1,4104,8,0
0.19227,184,693,50585,47441,690,?,150,91,5614,2471,2,7,1,51,31,1198,2,468,6,0
0.51015,26,0,227430,109780,495,4,?,78,2806,3025,3,7,1,36,2069,11750,2,3095,19,0
2.0075,4,?,?,-2281000,?,-20,?,173,3037,1873,0,7,2,63,2120,13203,1,5448,16,0
6.3585,30,14,35288,99042,3015,-22,210,64,5568,3927,2,7,2,36,1779,5311,2,2209,16,0
0.98141,8,?,?,-32738,?,4,240,95,2806,5540,1,7,1,36,2069,2162,2,3594,25,0
2.4038,18,0,86719,49944,1250,4,?,231,1534,376,2,7,1,36,2069,17549,2,5203,12,0
1.0906,14,0,213410,-553520,75,-10,?,157,7638,4771,2,7,1,36,1038,13065,2,5101,3,0
0.86734,40,56,5447.8,24636,995,16,?,115,5935,572,2,7,1,36,2073,7387,1,759,7,0
1.6428,110,21,206000,141130,550,?,222,290,8034,5300,2,7,1,36,1904,9061,1,2212,20,0
4.8515,38,63,30911,204860,875,?,?,182,873,2958,2,7,1,36,2073,13588,1,2451,25,0
0.39073,60,371,25842,296860,1475,36,300,29,6997,3130,2,5,1,17,919,12753,2,2539,18,0
5.4916,46,14,16624,169540,405,20,372,75,2722,3529,1,5,1,36,905,12100,2,5424,18,0
2.3457,116,147,4359.5,-1524200,265,-22,?,41,1665,2329,2,7,2,30,780,7176,2,2776,6,0
2.5789,242,21,40342,-500040,1055,?,?,264,1878,2982,2,7,1,33,424,18867,1,468,2,0
6.1938,10,?,?,-682770,?,-14,294,67,5645,2815,3,7,2,36,247,18314,1,17,19,0
6.2074,14,0,240730,84470,230,4,?,399,4797,4975,2,7,1,36,1873,14152,1,1270,12,0
3.8571,82,203,26459,-135450,385,4,?,131,6502,3944,2,7,1,20,2178,13609,1,566,12,1
4.2294,18,0,42840,23064,2320,-20,222,109,2141,23,1,7,2,36,1765,8695,1,1723,20,0
3.8938,112,0,68481,144100,520,?,336,286,3819,2756,2,7,1,36,1222,18946,1,1403,8,0
4.9603,24,0,196970,87914,550,-18,240,353,5332,1937,0,7,2,36,2069,5797,2,339,7,0
3.7887,74,49,38206,147230,330,?,252,5,6269,3512,3,7,1,47,10,50,2,810,23,0
4.6319,8,?,?,-1104900,?,-18,?,241,7912,2343,2,7,2,64,668,9402,2,4862,25,1
5.5349,86,42,88428,-403640,945,-22,300,68,6573,1516,1,7,2,36,1904,13771,1,3024,13,0
3.3986,52,0,80884,-759520,665,-14,?,286,7514,1882,3,7,2,36,1765,3235,1,1403,8,0
1.2205,24,0,218430,-160030,530,-20,?,302,2316,3089,1,7,2,36,1765,3942,1,129,25,0
6.1596,54,7,225850,60549,620,30,156,109,952,3820,1,7,1,36,2069,17165,2,2538,20,0
4.1688,202,14,34901,-79208,2260,?,?,375,2141,5898,1,7,1,73,422,5272,1,468,8,0
2.169,58,0,150530,130590,610,?,?,307,306,2557,0,5,1,36,2097,1723,2,3108,18,1
5.2655,90,77,78792,128250,685,-30,?,352,5204,3955,1,7,1,47,1085,5551,1,1862,8,0
6.2209,170,126,16424,20031,925,-28,?,80,4016,413,2,7,1,54,1203,1886,1,468,15,0
6.981,18,0,89800,18937,535,?,216,30,5568,4025,2,7,1,36,2069,5929,1,3121,9,1
1.5366,112,21,85834,-70179,745,4,?,262,4797,2476,2,7,1,30,2306,17402,2,2776,12,0
6.0406,38,?,211330,99491,510,14,?,159,7821,2787,2,7,1,20,654,6314,2,790,14,0
0.85858,14,0,12289,-501950,1675,-12,216,169,2357,5936,2,5,1,36,905,6774,2,3855,18,0
3.1912,24,0,34930,132990,795,4,?,5,1656,407,1,7,1,36,2069,9532,1,4012,23,0
5.2965,106,294,12637,97879,1010,?,150,155,1852,3390,2,7,1,65,802,13017,2,3045,22,0
0.47383,14,0,7753.6,-626190,770,4,264,347,713,4399,1,7,1,36,2069,16444,1,3292,7,0
5.2213,104,0,0,0,0,?,168,124,4201,1040,3,5,1,36,1222,16577,1,105,14,0
1.6223,156,21,82462,-232070,665,-20,?,183,7962,131,2,7,2,17,1091,7743,2,4104,3,0
1.113,34,0,142430,-90198,855,4,264,347,4062,3285,1,7,1,36,2073,776,2,5394,7,0
4.827,30,70,218850,215160,450,4,318,251,6502,916,2,7,1,36,2073,17988,2,4615,1,0
0.96796,16,0,75209,252490,1130,-8,?,203,3161,4944,2,7,2,36,247,11808,1,532,8,1
2.1602,38,0,20100,-203840,215,14,174,105,6279,4529,3,7,1,36,2073,377,2,2248,12,1
6.338,106,147,162140,130920,970,?,246,222,713,1962,1,7,1,36,1904,10025,2,2213,12,0
1.9408,4,?,?,-3752100,?,-20,138,123,4528,1626,2,7,1,36,252,13453,1,4134,3,1
3.2243,64,630,156570,25947,1265,-30,282,92,1282,5973,1,2,1,36,2069,4228,1,5299,12,0
0.60009,6,?,?,-1597100,?,-18,?,247,3024,1367,1,7,2,36,1912,11105,1,4466,8,0
5.448,84,63,26873,275210,715,-20,?,55,2350,5887,2,7,2,30,1397,1378,1,1749,8,0
4.1688,32,14,220190,-128270,440,8,?,397,1272,5471,2,7,1,36,2073,9634,1,3465,6,0
0.1724,112,175,117210,113570,480,?,156,153,3099,5943,2,7,1,36,1345,8138,1,129,8,0
4.0914,82,112,16403,-285180,1150,22,?,5,6502,2111,2,7,1,47,730,2404,2,3045,23,0
2.3273,58,273,77402,81368,430,34,?,264,6822,1492,2,7,1,37,2424,8395,1,2776,2,0
0.52553,198,399,65414,273190,645,32,?,344,7902,2883,1,7,1,59,2226,8741,1,468,22,0
3.5206,108,7,2984.9,-5105.4,3085,?,?,155,5484,3355,1,7,1,16,2371,3460,1,3822,22,0
4.2564,22,0,229840,12068,275,4,294,173,7963,4815,2,7,1,36,711,16518,1,2209,16,0
0.56249,44,35,9612.1,6698,215,-6,?,45,6680,5238,1,7,1,36,936,7817,2,1899,2,0
4.0265,146,0,141180,1006100,1485,?,138,104,2710,5639,2,7,1,47,787,3877,2,4990,4,1
3.1021,80,315,13420,-134080,1130,56,?,70,1021,2547,2,7,1,47,10,445,2,2167,15,0
5.2999,16,0,188330,-17188,385,4,?,209,7902,5626,1,7,1,36,2069,18153,2,5117,11,0
4.652,58,70,221730,528630,500,-22,234,368,4990,5023,2,7,2,36,2073,2883,1,1849,20,0
4.9118,82,21,2428.3,-25714,565,4,?,375,1782,102,2,7,1,30,2296,6420,1,2776,8,0
0.43132,180,28,21747,51385,955,4,?,246,5409,3022,2,7,1,47,1145,12078,1,468,5,0
4.7315,60,35,212160,378520,595,-20,300,37,2566,4999,2,7,2,36,1936,5826,2,5681,7,0
5.733,8,?,?,-1104400,?,-16,?,161,7434,5572,2,7,2,36,2493,9736,1,344,7,0
3.9092,8,?,?,-588730,?,-16,198,146,2818,1617,3,7,2,36,128,1043,2,1024,22,0
1.8,18,0,63087,-140550,50,?,?,176,7609,4323,2,7,1,36,2054,15700,1,205,8,1
1.8838,148,1540,225580,86058,500,?,222,176,1243,2595,2,7,1,36,1222,18160,1,2295,8,0
3.9586,32,0,235740,60728,295,8,342,51,6926,1184,1,7,1,36,2073,12819,1,5433,22,0
6.0446,50,105,4689.1,-2026.3,255,?,?,183,713,1657,1,7,1,36,936,954,1,3354,3,0
2.3256,16,0,189830,-33132,485,4,?,64,1021,5899,2,7,1,36,711,15880,1,114,16,0
4.1946,62,35,163890,218820,575,?,270,370,4837,4830,2,7,1,36,1936,11019,2,3981,25,0
6.3249,32,294,70922,495360,2330,-28,?,163,2053,2171,2,7,1,20,1581,1052,2,3965,2,0
3.3072,108,0,35018,219440,2145,?,?,232,1144,2081,0,7,1,47,10,9487,2,4320,2,0
