@relation 'numeric churn-weka.filters.unsupervised.attribute.Remove-R1,3-12,14-28,30-72,75-80,82-89,91-112,114-125,127-129,131-137,139-188,190-191,193-198,200,202-204,206-210,213-216,219-229'

@attribute Var2 numeric
@attribute Var13 numeric
@attribute Var29 numeric
@attribute Var73 numeric
@attribute Var74 numeric
@attribute Var81 numeric
@attribute Var90 numeric
@attribute Var113 numeric
@attribute Var126 numeric
@attribute Var130 numeric
@attribute Var138 numeric
@attribute Var189 numeric
@attribute Var192 numeric
@attribute Var199 numeric
@attribute Var201 numeric
@attribute Var205 numeric
@attribute Var211 numeric
@attribute Var212 numeric
@attribute Var217 numeric
@attribute Var218 numeric
@attribute Label {0,1}

@data
?,240,?,58,0,4918.1,?,-84387,4,?,?,?,76,4797,0,2,1,47,18163,2,1
?,3104,?,86,21,5576.9,?,-1912100,?,?,?,288,183,4307,2,2,1,36,13094,2,0
?,2956,?,174,70,7803,?,-1503100,?,?,?,?,262,7902,2,1,1,43,13808,2,0
?,0,?,16,0,4173.9,?,5342.7,4,?,?,?,76,2141,0,2,1,20,15158,2,0
?,472,?,96,35,40320,?,-50338,6,?,?,?,367,1665,0,0,1,46,11992,2,0
?,56,?,34,0,203340,?,55484,-20,?,?,?,380,2933,0,2,2,36,15914,1,0
?,1976,?,86,28,3028.3,?,8865.8,6,?,?,?,131,3049,0,3,2,70,1792,2,0
?,172,?,48,0,195840,?,282680,-22,?,?,312,136,3642,2,1,2,36,13786,1,0
?,204,?,152,42,218610,?,345240,-20,?,?,318,123,873,2,2,2,65,132,2,0
?,880,?,84,133,85881,?,90504,?,?,?,294,354,2824,2,2,1,36,13134,1,0
?,104,?,36,56,892.69,?,12659,?,?,?,438,329,1187,0,1,1,36,9530,2,0
?,0,?,18,0,91032,?,165690,4,?,?,?,389,3711,0,2,1,36,2805,1,0
?,4172,?,132,175,73202,?,127150,?,?,?,216,366,8105,2,2,1,47,18420,1,0
?,4,?,64,0,14202,?,-2526.7,4,?,?,360,239,1909,2,1,1,36,10480,1,0
?,0,?,60,0,197770,?,-44806,?,?,?,?,395,235,2,2,1,36,0,0,1
?,160,?,128,217,8298.8,?,126150,34,?,?,?,67,3912,0,2,1,22,12184,2,0
?,3748,?,226,161,20613,?,10790,-30,?,?,?,234,3324,2,2,1,51,1828,1,0
?,64,?,124,0,7777.3,?,-24991,?,?,?,?,317,1479,2,2,1,30,1856,1,0
0,?,?,6,?,?,?,723460,-30,3,?,438,192,4776,0,1,2,36,12094,2,0
?,388,?,88,441,123060,?,254300,-22,?,?,?,236,5566,2,2,2,36,8490,1,0
?,?,?,8,?,?,?,-2275900,-16,?,0,?,109,80,0,2,2,36,11987,2,0
?,5688,?,58,14,200560,?,531500,?,?,?,180,295,5128,0,3,1,24,9512,2,0
?,?,?,10,?,?,?,-735160,4,?,?,?,80,2506,0,2,1,20,6610,2,0
?,0,?,34,0,153960,?,926440,-30,?,?,?,183,2083,0,2,1,36,1996,2,0
?,2096,?,90,434,187520,?,68820,34,?,?,336,45,4113,0,2,1,7,10742,2,0
?,1456,?,48,14,192640,?,321750,?,?,?,?,107,2268,2,2,1,36,5440,1,0
?,388,?,100,98,5449,?,-15751,?,?,?,?,176,6926,2,1,1,7,9728,1,0
?,884,?,44,28,81452,?,323610,?,?,?,330,79,3619,0,1,1,17,4433,2,0
?,0,?,32,0,3813,?,-242160,6,?,?,342,30,5935,0,2,1,17,1255,2,0
?,0,?,28,0,162360,?,-14257,-26,?,?,?,262,3063,0,1,1,36,8672,2,0
?,212,?,88,84,34492,?,350270,-24,?,?,324,76,5393,0,1,2,36,539,2,0
?,0,?,28,0,4539.4,?,-31845,-26,?,?,?,395,2269,0,2,1,36,14722,2,0
?,80,?,42,0,181290,?,-9072.4,-22,?,?,318,155,7118,0,2,2,36,17281,2,0
?,120,?,64,14,194090,?,233150,40,?,?,?,15,3819,0,2,1,36,2465,2,0
?,0,?,24,0,199090,?,387300,4,?,?,234,365,5935,0,2,1,36,11576,1,0
?,4596,?,156,126,198900,?,-163850,20,?,?,?,80,7962,0,2,1,47,18082,2,0
?,?,?,10,?,?,?,-617020,?,?,?,?,18,1449,0,2,1,20,263,2,0
?,684,?,36,56,125790,?,174620,?,?,?,?,83,4266,0,2,1,31,5741,2,0
?,0,?,14,0,335670,?,-225550,4,?,?,336,6,35,0,2,1,36,6544,2,0
?,756,?,72,0,220500,?,64339,8,?,?,204,81,3704,0,2,1,22,4004,2,0
?,64,?,34,0,178510,?,47618,-20,?,?,318,264,5789,0,3,2,36,9072,2,0
?,568,?,120,0,56429,?,323960,?,?,?,282,246,1411,0,2,1,47,16501,2,0
?,4,?,34,0,5314.3,?,-1252900,4,?,?,264,309,4016,0,2,1,47,8965,2,0
?,644,?,136,0,226370,?,128810,20,?,?,168,123,4115,2,2,1,47,132,2,0
?,148,?,32,35,128810,?,-251520,-30,?,?,?,79,1411,0,2,1,36,3357,2,0
?,0,?,66,0,23439,?,-358170,4,?,?,282,257,4229,0,2,1,45,5388,2,0
?,376,?,170,0,3922.5,?,5465.8,4,?,?,?,206,4572,0,2,1,47,4416,2,0
?,2136,?,88,84,12560,?,-131820,?,?,?,?,317,2269,2,2,1,36,3601,1,1
?,0,?,12,0,41549,?,-582670,4,?,?,192,309,5802,0,2,1,36,12920,1,0
?,1820,?,54,0,178760,?,79450,30,?,?,?,203,2053,2,2,1,36,5272,1,0
?,100,?,80,35,13612,?,54390,-30,?,?,?,311,6433,2,2,1,47,2283,2,0
?,188,?,34,84,34123,?,106520,?,?,?,210,35,3978,0,1,1,36,16109,1,1
?,600,?,86,21,80076,?,-241400,?,?,?,228,75,4742,0,2,1,47,9245,2,0
?,?,?,10,?,?,?,-1497800,4,?,?,?,397,1655,0,0,1,20,373,2,0
?,4,?,62,0,143470,?,-23371,-20,?,?,360,146,4743,2,2,2,36,1887,1,0
?,336,?,72,14,7306.7,?,34878,4,?,?,?,308,7751,2,3,1,63,14801,1,0
?,1092,?,136,903,185190,?,325140,10,?,?,?,131,3439,2,1,1,46,7869,1,0
?,0,?,16,0,204560,?,148290,4,?,?,?,295,7963,0,2,1,36,8546,1,0
?,684,?,38,28,193110,?,207550,12,?,?,?,309,715,0,2,1,20,10507,2,1
?,312,?,86,7,7212.8,?,35.714,?,?,?,?,222,6550,0,1,1,36,9176,1,0
?,?,?,10,?,?,?,338020,-14,?,?,144,274,3123,0,3,2,36,3011,1,0
?,?,?,8,?,?,?,-1787700,?,?,0,?,241,7863,0,2,1,20,14872,2,0
?,?,?,10,?,?,?,-1549100,-14,?,?,?,380,6709,0,2,2,36,1468,1,1
?,724,?,62,98,185110,?,100060,8,?,?,?,314,2083,0,0,1,20,2881,2,0
?,2248,?,64,84,220640,?,166670,?,?,?,210,262,4168,0,2,1,20,4466,2,0
?,384,?,34,70,192590,?,363600,-20,?,?,?,329,5284,0,2,2,36,6089,2,0
?,0,?,96,0,203420,?,98852,-30,?,?,?,12,1725,0,2,1,36,9884,1,0
?,464,?,40,154,22965,?,-1152200,16,?,?,318,202,6333,0,2,1,36,18854,1,0
?,0,?,16,0,22332,?,-96119,4,?,?,?,55,4797,0,2,1,36,0,0,0
?,1256,?,158,168,231100,?,-280620,-24,?,?,?,8,306,0,2,2,70,17733,1,0
?,4032,?,184,693,50585,?,47441,?,?,?,150,91,5614,2,2,1,51,1198,2,0
?,0,?,26,0,227430,?,109780,4,?,?,?,78,2806,0,3,1,36,11750,2,0
?,?,0,4,?,?,0,-2281000,-20,?,?,?,173,3037,0,0,2,63,13203,1,0
?,244,?,30,14,35288,?,99042,-22,?,?,210,64,5568,0,2,2,36,5311,2,0
?,?,?,8,?,?,?,-32738,4,?,0,240,95,2806,0,1,1,36,2162,2,0
?,0,?,18,0,86719,?,49944,4,?,?,?,231,1534,0,2,1,36,17549,2,0
?,0,?,14,0,213410,?,-553520,-10,?,?,?,157,7638,0,2,1,36,13065,2,0
?,60,?,40,56,5447.8,?,24636,16,?,?,?,115,5935,0,2,1,36,7387,1,0
?,1852,?,110,21,206000,?,141130,?,?,?,222,290,8034,0,2,1,36,9061,1,0
?,160,?,38,63,30911,?,204860,?,?,?,?,182,873,0,2,1,36,13588,1,0
?,928,?,60,371,25842,?,296860,36,?,?,300,29,6997,0,2,1,17,12753,2,0
?,64,?,46,14,16624,?,169540,20,?,?,372,75,2722,0,1,1,36,12100,2,0
?,3520,?,116,147,4359.5,?,-1524200,-22,?,?,?,41,1665,0,2,2,30,7176,2,0
?,8904,?,242,21,40342,?,-500040,?,?,?,?,264,1878,0,2,1,33,18867,1,0
?,?,?,10,?,?,?,-682770,-14,?,?,294,67,5645,0,3,2,36,18314,1,0
?,0,?,14,0,240730,?,84470,4,?,?,?,399,4797,0,2,1,36,14152,1,0
?,252,?,82,203,26459,?,-135450,4,?,?,?,131,6502,2,2,1,20,13609,1,1
?,0,?,18,0,42840,?,23064,-20,?,?,222,109,2141,0,1,2,36,8695,1,0
?,136,?,112,0,68481,?,144100,?,?,?,336,286,3819,2,2,1,36,18946,1,0
?,0,?,24,0,196970,?,87914,-18,?,?,240,353,5332,0,0,2,36,5797,2,0
?,468,?,74,49,38206,?,147230,?,?,?,252,5,6269,2,3,1,47,50,2,0
?,?,?,8,?,?,?,-1104900,-18,?,0,?,241,7912,0,2,2,64,9402,2,1
?,1584,?,86,42,88428,?,-403640,-22,?,?,300,68,6573,2,1,2,36,13771,1,0
?,20,?,52,0,80884,?,-759520,-14,?,?,?,286,7514,2,3,2,36,3235,1,0
?,0,?,24,0,218430,?,-160030,-20,?,?,?,302,2316,0,1,2,36,3942,1,0
?,420,?,54,7,225850,?,60549,30,?,?,156,109,952,2,1,1,36,17165,2,0
?,2388,?,202,14,34901,?,-79208,?,?,?,?,375,2141,2,1,1,73,5272,1,0
?,720,?,58,0,150530,?,130590,?,?,?,?,307,306,0,0,1,36,1723,2,1
?,488,?,90,77,78792,?,128250,-30,?,?,?,352,5204,2,1,1,47,5551,1,0
?,5228,?,170,126,16424,?,20031,-28,?,?,?,80,4016,0,2,1,54,1886,1,0
?,0,?,18,0,89800,?,18937,?,?,?,216,30,5568,0,2,1,36,5929,1,1
?,2532,?,112,21,85834,?,-70179,4,?,?,?,262,4797,0,2,1,30,17402,2,0
?,?,?,38,?,211330,?,99491,14,?,?,?,159,7821,0,2,1,20,6314,2,0
?,0,?,14,0,12289,?,-501950,-12,?,?,216,169,2357,0,2,1,36,6774,2,0
?,0,?,24,0,34930,?,132990,4,?,?,?,5,1656,0,1,1,36,9532,1,0
?,4372,?,106,294,12637,?,97879,?,?,?,150,155,1852,0,2,1,65,13017,2,0
?,0,?,14,0,7753.6,?,-626190,4,?,?,264,347,713,0,1,1,36,16444,1,0
?,4,?,104,0,0,?,0,?,?,?,168,124,4201,2,3,1,36,16577,1,0
?,332,?,156,21,82462,?,-232070,-20,?,?,?,183,7962,0,2,2,17,7743,2,0
?,8,?,34,0,142430,?,-90198,4,?,?,264,347,4062,0,1,1,36,776,2,0
?,144,?,30,70,218850,?,215160,4,?,?,318,251,6502,0,2,1,36,17988,2,0
?,0,?,16,0,75209,?,252490,-8,?,?,?,203,3161,0,2,2,36,11808,1,1
?,432,?,38,0,20100,?,-203840,14,?,?,174,105,6279,0,3,1,36,377,2,1
?,4104,?,106,147,162140,?,130920,?,?,?,246,222,713,0,1,1,36,10025,2,0
?,?,0,4,?,?,0,-3752100,-20,?,?,138,123,4528,0,2,1,36,13453,1,1
?,2252,?,64,630,156570,?,25947,-30,?,?,282,92,1282,2,1,1,36,4228,1,0
0,?,?,6,?,?,?,-1597100,-18,3,?,?,247,3024,0,1,2,36,11105,1,0
?,2252,?,84,63,26873,?,275210,-20,?,?,?,55,2350,2,2,2,30,1378,1,0
?,80,?,32,14,220190,?,-128270,8,?,?,?,397,1272,0,2,1,36,9634,1,0
?,2532,?,112,175,117210,?,113570,?,?,?,156,153,3099,2,2,1,36,8138,1,0
?,1944,?,82,112,16403,?,-285180,22,?,?,?,5,6502,0,2,1,47,2404,2,0
?,268,?,58,273,77402,?,81368,34,?,?,?,264,6822,0,2,1,37,8395,1,0
?,4364,?,198,399,65414,?,273190,32,?,?,?,344,7902,2,1,1,59,8741,1,0
?,732,?,108,7,2984.9,?,-5105.4,?,?,?,?,155,5484,2,1,1,16,3460,1,0
?,0,?,22,0,229840,?,12068,4,?,?,294,173,7963,0,2,1,36,16518,1,0
?,212,?,44,35,9612.1,?,6698,-6,?,?,?,45,6680,0,1,1,36,7817,2,0
?,132,?,146,0,141180,?,1006100,?,?,?,138,104,2710,2,2,1,47,3877,2,1
?,5372,?,80,315,13420,?,-134080,56,?,?,?,70,1021,0,2,1,47,445,2,0
?,0,?,16,0,188330,?,-17188,4,?,?,?,209,7902,0,1,1,36,18153,2,0
?,1452,?,58,70,221730,?,528630,-22,?,?,234,368,4990,0,2,2,36,2883,1,0
?,80,?,82,21,2428.3,?,-25714,4,?,?,?,375,1782,2,2,1,30,6420,1,0
?,2288,?,180,28,21747,?,51385,4,?,?,?,246,5409,0,2,1,47,12078,1,0
?,976,?,60,35,212160,?,378520,-20,?,?,300,37,2566,0,2,2,36,5826,2,0
?,?,?,8,?,?,?,-1104400,-16,?,0,?,161,7434,0,2,2,36,9736,1,0
?,?,?,8,?,?,?,-588730,-16,?,0,198,146,2818,0,3,2,36,1043,2,0
?,0,?,18,0,63087,?,-140550,?,?,?,?,176,7609,0,2,1,36,15700,1,1
?,7684,?,148,1540,225580,?,86058,?,?,?,222,176,1243,2,2,1,36,18160,1,0
?,56,?,32,0,235740,?,60728,8,?,?,342,51,6926,0,1,1,36,12819,1,0
?,748,?,50,105,4689.1,?,-2026.3,?,?,?,?,183,713,2,1,1,36,954,1,0
?,0,?,16,0,189830,?,-33132,4,?,?,?,64,1021,0,2,1,36,15880,1,0
?,1572,?,62,35,163890,?,218820,?,?,?,270,370,4837,0,2,1,36,11019,2,0
?,728,?,32,294,70922,?,495360,-28,?,?,?,163,2053,0,2,1,20,1052,2,0
?,448,?,108,0,35018,?,219440,?,?,?,?,232,1144,0,0,1,47,9487,2,0
?,8,?,42,0,197260,?,0,18,?,?,216,185,2611,0,2,1,36,14035,2,0
?,?,?,34,?,203830,?,311690,8,?,?,180,76,2083,0,2,1,36,12868,1,0
?,108,?,86,35,145540,?,21963,38,?,?,?,33,5888,0,2,1,36,2159,2,0
?,0,?,12,0,246910,?,-760000,-18,?,?,?,266,3400,0,2,2,31,6360,1,0
?,1452,?,110,105,23305,?,100790,-28,?,?,?,268,5409,2,2,1,30,4853,1,0
?,444,?,58,70,5656.6,?,8212.8,4,?,?,216,247,4016,2,2,1,36,16274,1,0
?,12,?,84,7,177130,?,213050,4,?,?,246,393,5566,2,2,1,47,17508,1,0
?,2916,?,114,63,6428.6,?,-239080,-12,?,?,186,84,6919,0,1,1,47,102,2,0
?,?,?,10,?,?,?,-1737000,-30,?,?,?,232,713,0,1,1,36,11945,2,0
?,0,?,26,0,7051,?,-485650,-30,?,?,?,41,4016,0,2,1,36,4778,2,0
?,84,?,50,49,234860,?,94990,?,?,?,?,123,1478,0,2,1,36,12009,2,0
?,1820,?,90,63,13144,?,0,?,?,?,?,118,5981,2,2,1,30,11963,1,0
?,1492,?,46,217,319370,?,149590,4,?,?,288,182,3642,0,1,1,17,8522,2,1
?,52,?,32,0,210140,?,190620,4,?,?,?,257,2566,0,2,1,31,4056,2,0
?,764,?,52,14,189480,?,246020,-24,?,?,?,108,2141,0,3,2,36,7631,2,0
?,20,?,56,0,116400,?,240450,4,?,?,?,70,1,0,2,1,47,8475,2,0
?,0,?,18,0,177710,?,169640,4,?,?,?,95,2791,0,3,1,36,8301,1,0
?,172,?,76,0,52389,?,98626,-10,?,?,348,279,2432,0,1,2,47,14940,2,0
?,2152,?,38,35,70540,?,426930,14,?,?,162,136,4639,0,3,1,36,13203,1,0
?,468,?,60,91,10250,?,43228,?,?,?,360,362,5614,0,2,1,47,9458,2,0
?,?,?,10,?,?,?,-1507100,-22,?,?,174,91,414,0,2,2,36,11970,2,0
?,72,?,56,126,18092,?,-26261,32,?,?,?,90,3289,0,2,1,30,15382,2,0
?,?,?,8,?,?,?,-2012400,-16,?,0,?,357,1479,0,2,2,36,13429,2,0
?,152,?,130,77,111480,?,109650,?,?,?,?,241,5197,0,1,1,30,2928,2,0
?,40,?,74,0,46684,?,718800,4,?,?,474,109,5922,2,0,1,47,15175,2,1
?,3280,?,40,1372,230350,?,134140,16,?,?,432,203,4767,0,2,1,36,11808,1,0
?,192,?,154,7,161780,?,92404,6,?,?,?,362,3895,0,2,1,7,3262,2,0
?,?,?,10,?,?,?,-1561500,-26,?,?,?,81,4990,0,2,2,36,13119,1,0
