@relation 'upselling-weka.filters.unsupervised.attribute.Remove-R1-5,7-27,30-56,58-72,74-89,91-93,95-112,114-124,127-129,131-137,139-191,193-196,198-200,203-210,212-213,215,218-229'

@attribute Var6 numeric
@attribute Var28 numeric
@attribute Var29 numeric
@attribute Var57 numeric
@attribute Var73 numeric
@attribute Var90 numeric
@attribute Var94 numeric
@attribute Var113 numeric
@attribute Var125 numeric
@attribute Var126 numeric
@attribute Var130 numeric
@attribute Var138 numeric
@attribute Var192 numeric
@attribute Var197 numeric
@attribute Var201 numeric
@attribute Var202 numeric
@attribute Var211 numeric
@attribute Var214 numeric
@attribute Var216 numeric
@attribute Var217 numeric
@attribute Label {0,1}

@data
2198,133.12,?,1.0103,94,?,193170,31352,3861,22,?,?,157,124,0,553,1,8756,1085,3327,0
?,89.84,?,6.3177,12,?,?,-232680,0,4,?,?,232,180,0,2927,1,0,2069,18554,0
1813,200,?,3.0327,28,?,?,56047,0,4,?,?,109,184,0,4250,1,0,2623,14873,0
322,336.56,?,6.7776,14,?,101110,-533940,0,-30,?,?,393,124,0,5760,1,0,2094,3636,1
931,213.36,?,2.7695,40,?,11040,-784240,1242,14,?,?,311,224,0,4183,1,0,2069,3765,0
1484,203.44,?,6.5428,38,?,241530,59592,378,-24,?,?,353,77,0,1561,2,0,977,3237,0
1967,200,?,3.5168,68,?,?,74016,4392,44,?,?,205,18,2,5337,1,7627,656,553,0
714,133.12,?,6.8906,114,?,?,4070.8,7830,22,?,?,311,68,0,1263,1,21695,2464,17864,0
?,?,?,2.9254,8,?,?,-1445400,?,-18,?,0,67,3,0,2805,2,0,654,143,0
1239,191.36,?,1.0303,48,?,660,-838230,152650,4,?,?,121,204,0,1941,1,1244,297,10040,0
560,120.4,?,3.834,28,?,?,-99981,0,-20,?,?,145,64,0,5466,2,0,711,9904,0
0,397.44,?,6.0797,12,?,?,-930600,0,-12,?,?,28,20,0,2739,2,0,111,3571,0
1022,133.04,?,0.99231,66,?,62685,156960,56421,42,?,?,373,150,2,2070,1,6870,619,10835,0
224,186.64,?,6.878,22,?,?,0,0,4,?,?,209,3,0,4866,1,0,2359,5772,0
1036,137.68,?,2.9098,118,?,0,1326900,55845,?,?,?,101,111,2,4390,1,724,2335,16485,0
0,274.16,?,4.8547,12,?,?,-27165,0,?,?,?,216,182,0,2091,1,0,2069,3230,0
273,220.08,?,5.5433,20,?,127660,203010,0,?,?,?,23,60,0,1279,1,0,2069,13103,0
735,133.12,?,4.3307,168,?,112770,-1575300,8766,?,?,?,348,62,0,3042,1,16595,24,9613,0
406,286.96,?,5.8755,24,?,?,73289,0,4,?,?,335,124,0,5204,1,0,2069,10899,0
1911,282.56,?,1.1816,26,?,5547,91308,0,-22,?,?,274,18,0,4218,2,0,711,10556,0
105,234.72,?,2.6187,16,?,?,94713,0,4,?,?,304,3,0,5166,1,0,1940,3803,0
854,642.64,?,5.8725,114,?,2451,123550,369,?,?,?,232,26,0,2927,1,5407,32,18554,0
1141,133.12,?,3.7996,64,?,?,-12328,1179,40,?,?,335,235,0,5237,1,5792,10,5907,0
665,198.88,?,5.2617,42,?,?,98325,729,-20,?,?,308,198,0,4784,2,0,938,10119,0
1295,86.96,?,2.8573,32,?,6663,85197,153,4,?,?,90,237,0,2573,1,0,2073,16393,0
2709,253.52,?,1.9062,180,?,423,31176,45234,30,?,?,246,3,0,2657,1,14623,1102,18039,0
686,186.64,?,4.4698,120,?,79131,142420,8604,6,?,?,70,229,2,3433,1,20728,1085,14670,0
1001,166.56,?,4.3873,48,?,6033,58763,1773,24,?,?,206,209,0,1110,1,16302,1811,2166,0
1015,379.6,?,6.4326,30,?,?,145050,?,6,?,?,374,40,0,5253,1,0,1779,2446,0
84,166.56,?,1.915,18,?,0,61958,0,?,?,?,379,4,0,5246,1,0,654,15780,0
7931,286.96,?,2.8643,44,?,?,-29724,5931,-20,?,?,108,145,0,3957,2,0,2073,8121,0
2590,133.12,?,4.2408,56,?,93657,7585.6,60210,28,?,?,295,27,0,2117,1,0,1251,12642,0
847,186.64,?,4.2792,146,?,702,102730,73179,?,?,?,173,239,2,116,1,12527,438,1666,0
1309,166.56,?,3.3001,156,?,?,-344.86,13689,?,?,?,80,168,2,3086,1,6952,1085,12868,0
11396,176.56,?,3.7483,186,?,27552,115960,8307,?,?,?,50,107,0,2137,1,21535,1075,1568,0
0,166.56,?,3.5924,84,?,?,0,41067,60,?,?,39,100,2,3018,1,13444,1904,7324,0
1043,220.08,?,1.5665,48,?,?,164940,16803,?,?,?,362,124,0,5574,1,0,654,11635,0
0,392.08,?,2.9735,12,?,?,-520270,0,4,?,?,219,106,0,3096,1,0,2027,15914,0
679,153.2,?,6.1809,82,?,?,139860,657,?,?,?,359,199,2,4168,1,21188,1904,3006,0
350,253.52,?,3.0669,22,?,?,166250,0,4,?,?,171,234,0,2863,1,0,1765,12118,0
2947,186.64,?,5.241,54,?,204770,-45703,31851,28,?,?,94,124,0,1,1,2552,2073,2691,0
?,?,0,4.9754,4,0,?,-4814400,?,?,?,?,283,40,0,155,1,0,2359,10187,0
483,200,?,3.012,100,?,8487,28480,14400,?,?,?,20,64,0,2429,1,17549,10,4740,0
1834,166.56,?,5.6905,98,?,0,-144250,2277,?,?,?,81,124,2,3278,1,14303,1222,2749,0
3094,200,?,4.711,194,?,507230,-560420,22428,34,?,?,50,246,2,2542,1,20975,570,2725,1
315,313.68,?,4.8695,22,?,?,-919270,0,4,?,?,152,18,0,1268,1,0,112,8527,0
798,253.52,?,5.7142,158,?,748260,-339880,39294,-30,?,?,57,3,2,766,1,17049,376,2098,0
343,220.08,?,6.3871,16,?,?,188560,0,?,?,?,139,80,0,2762,1,0,2623,11615,0
707,166.56,?,4.0254,108,?,89355,93452,5121,8,?,?,123,124,0,1441,1,0,2256,5803,0
0,0,?,2.2608,104,?,54,0,3033,?,?,?,296,199,0,0,1,0,1222,16338,0
56,23.36,?,0.65627,18,?,?,234160,0,-6,?,?,135,124,0,3713,2,0,247,18684,0
1071,200,?,4.5187,42,?,59274,-58746,148210,16,?,?,360,80,0,5874,1,0,2069,3733,0
?,?,?,5.1995,10,?,?,-1296200,?,4,?,?,131,80,0,66,1,0,711,16823,0
1071,719.92,?,1.3427,22,?,?,504210,0,-2,?,?,227,221,0,598,1,0,1508,18628,0
791,320.4,?,5.771,54,?,?,126720,10224,30,?,?,7,4,0,4644,1,9376,1936,10457,0
?,?,?,0.56719,10,?,?,-1264600,?,4,?,?,288,3,0,1320,1,0,2359,2405,0
364,254.72,?,3.5178,22,?,123200,-300670,0,-22,?,?,107,153,0,2588,2,0,711,4585,0
1253,157.68,?,0.92309,102,?,?,12812,936,24,?,?,159,199,0,5606,1,15198,1085,7634,0
140,230.56,?,0.09357,20,?,?,-35328,0,-4,?,?,152,209,0,3441,2,0,708,10992,0
833,220.08,?,1.6208,66,?,?,162310,819,14,?,?,48,18,0,1670,1,3677,802,7515,0
1162,166.56,?,3.7129,146,?,?,-264450,28656,?,?,?,302,224,2,1383,1,20855,853,5793,0
1309,318.88,?,4.3125,116,?,4248,119280,10989,36,?,?,166,45,2,4864,1,19175,2256,1614,0
1477,100.32,?,4.3813,58,?,101360,-83192,41517,4,?,?,152,234,0,1291,1,7617,688,1717,0
931,253.52,?,1.2564,78,?,47745,97728,24012,30,?,?,311,112,2,1227,1,12992,149,4724,0
91,20.08,?,6.6898,14,?,?,83469,0,-10,?,?,130,80,0,4850,1,0,644,17034,0
784,220.08,?,6.8609,34,?,11601,51529,8379,10,?,?,395,54,0,4589,1,0,2128,11718,0
1022,257.28,?,4.1028,58,?,15783,518080,53937,-24,?,?,182,224,0,254,2,13312,10,2724,0
?,?,?,5.812,10,?,?,443400,?,-14,?,?,314,246,0,5690,2,0,247,18041,0
1225,166.56,?,2.8374,58,?,?,-88029,128760,34,?,?,309,217,0,1324,1,17922,919,14377,0
1043,166.56,?,2.135,88,?,?,-442160,1755,-26,?,?,118,124,2,3567,1,19113,1904,17110,0
882,166.56,?,1.483,106,?,?,208090,3699,?,?,?,28,99,2,4591,1,344,1808,5116,0
1155,299.2,?,5.6764,44,?,66402,45714,13122,?,?,?,354,3,0,783,1,0,1765,17556,0
1253,176.56,?,4.7844,52,?,?,155180,67338,22,?,?,176,38,2,1029,1,10593,936,14356,0
1099,253.52,?,3.219,42,?,?,162190,1854,?,?,?,5,91,0,3005,1,0,1765,12693,0
1309,20.08,?,1.6595,34,?,91005,-328400,7740,4,?,?,368,29,0,1229,1,0,2623,16751,0
?,?,?,4.1126,6,?,?,-1253900,?,-18,3,?,366,224,0,6005,2,0,128,17760,0
2289,166.56,?,5.6729,126,?,2784,133080,13743,?,?,?,246,3,0,5126,1,14357,288,1724,0
1309,186.64,?,0.43089,58,?,90510,-84387,59589,4,?,?,76,59,0,3086,1,9278,10,18163,0
1057,146.48,?,6.9084,86,?,74604,-1912100,3582,?,?,?,183,167,2,2988,1,420,1904,13094,0
1925,133.76,?,6.9677,174,?,34530,-1503100,68553,?,?,?,262,3,2,5211,1,16907,383,13808,0
350,166.56,?,4.7129,16,?,37716,5342.7,0,4,?,?,76,3,0,4103,1,0,2584,15158,0
896,220.08,?,3.9263,96,?,126250,-50338,4068,6,?,?,367,124,0,230,1,4536,325,11992,0
721,265.76,?,0.16471,34,?,?,55484,169220,-20,?,?,380,124,0,3096,2,0,2073,15914,0
798,166.56,?,6.5913,86,?,50727,8865.8,8919,6,?,?,131,18,0,66,2,1563,2148,1792,0
791,286.96,?,2.4636,48,?,208400,282680,270,-22,?,?,136,239,2,1337,2,13166,647,13786,0
847,286.96,?,4.5428,152,?,365400,345240,35235,-20,?,?,123,199,2,5809,2,11796,438,132,0
1470,256.88,?,2.4424,84,?,352370,90504,21132,?,?,?,354,68,2,4714,1,21485,1904,13134,0
1750,125.44,?,6.5176,36,?,18,12659,405,?,?,?,329,199,0,2735,1,0,2041,9530,1
532,253.52,?,6.3704,18,?,71310,165690,0,4,?,?,389,67,0,55,1,0,711,2805,0
2814,286.96,?,5.5789,132,?,3570,127150,5148,?,?,?,366,18,2,975,1,16083,1065,18420,0
210,166.56,?,2.7336,64,?,?,-2526.7,45279,4,?,?,239,199,2,2879,1,18616,2073,10480,0
763,220.08,?,1.8235,60,?,?,-44806,2907,?,?,?,395,18,2,2299,1,19454,1711,0,0
3948,133.12,?,6.7765,128,?,?,126150,3708,34,?,?,67,43,0,4096,1,6444,338,12184,0
1785,133.12,?,5.2467,226,?,?,10790,101890,-30,?,?,234,29,2,1026,1,20233,2676,1828,1
3423,200,?,2.2922,124,?,?,-24991,747,?,?,?,317,120,2,1359,1,819,1306,1856,0
?,?,?,0.74001,6,?,?,723460,?,-30,3,?,192,196,0,2698,2,0,1779,12094,1
791,265.04,?,5.072,88,?,?,254300,11061,-22,?,?,236,141,2,5558,2,15374,1222,8490,0
?,?,?,0.16727,8,?,?,-2275900,?,-16,?,0,109,184,0,3224,2,0,128,11987,0
819,407.36,?,3.0718,58,?,68160,531500,97866,?,?,?,295,27,0,2791,1,0,938,9512,0
?,?,?,1.3301,10,?,?,-735160,?,4,?,?,80,80,0,5599,1,0,2623,6610,0
868,186.64,?,1.4706,34,?,?,926440,3528,-30,?,?,183,150,0,754,1,0,2005,1996,1
994,253.52,?,1.2038,90,?,1344,68820,109980,34,?,?,45,234,0,5143,1,351,2464,10742,0
896,220.08,?,0.45354,48,?,?,321750,14355,?,?,?,107,3,2,3413,1,19455,1765,5440,0
868,166.56,?,6.4191,100,?,93816,-15751,38727,?,?,?,176,20,2,2022,1,22415,1942,9728,0
1610,186.64,?,5.8928,44,?,73029,323610,14886,?,?,?,79,182,0,2192,1,0,919,4433,0
546,200,?,1.0617,32,?,?,-242160,495,6,?,?,30,224,0,2724,1,0,2128,1255,0
210,257.04,?,4.7541,28,?,3306,-14257,0,-26,?,?,262,3,0,3353,1,0,2069,8672,0
4704,257.76,?,4.4078,88,?,77574,350270,121660,-24,?,?,76,18,0,928,2,7580,1904,539,0
273,229.92,?,2.1957,28,?,2907,-31845,0,-26,?,?,395,103,0,3388,1,0,2073,14722,0
924,265.6,?,0.54326,42,?,?,-9072.4,1251,-22,?,?,155,121,0,1181,2,0,2073,17281,0
854,286.96,?,1.2636,64,?,9837,233150,63207,40,?,?,15,4,0,3825,1,15658,2073,2465,0
469,257.6,?,4.8778,24,?,11700,387300,0,4,?,?,365,175,0,4730,1,0,711,11576,0
819,268.72,?,6.4766,156,?,?,-163850,53226,20,?,?,80,12,0,4311,1,0,1085,18082,0
?,?,?,2.2916,10,?,?,-617020,?,?,?,?,18,26,0,4543,1,0,2440,263,0
1218,357.36,?,1.0746,36,?,36792,174620,108900,?,?,?,83,91,0,155,1,0,1027,5741,0
21,336.56,?,6.4849,14,?,17040,-225550,0,4,?,?,6,156,0,3735,1,0,2069,6544,0
700,186.64,?,2.6131,72,?,?,64339,14625,8,?,?,81,1,0,828,1,16463,1251,4004,1
798,233.44,?,1.9947,34,?,816,47618,171,-20,?,?,264,208,0,5189,2,0,647,9072,0
2814,233.44,?,1.8483,120,?,37032,323960,60660,?,?,?,246,243,0,809,1,21619,10,16501,0
714,200,?,4.0521,34,?,111010,-1252900,6039,4,?,?,309,12,0,3415,1,0,10,8965,0
735,186.64,?,1.1139,136,?,16557,128810,17820,20,?,?,123,18,2,5809,1,9307,787,132,0
1064,286.96,?,5.6093,32,?,?,-251520,4104,-30,?,?,79,17,0,4270,1,0,1765,3357,0
378,286.96,?,6.3907,66,?,?,-358170,180,4,?,?,257,224,0,4189,1,9159,853,5388,0
3143,166.56,?,1.1213,170,?,28101,5465.8,21744,4,?,?,206,25,0,5434,1,282,1085,4416,0
2541,200,?,2.8972,88,?,?,-131820,20682,?,?,?,317,80,2,4824,1,3405,1222,3601,0
385,264.64,?,5.2433,12,?,120100,-582670,0,4,?,?,309,205,0,347,1,0,1765,12920,0
980,286.96,?,1.696,54,?,0,79450,119400,30,?,?,203,18,2,5898,1,10097,1936,5272,0
763,200,?,4.1451,80,?,77682,54390,17712,-30,?,?,311,124,2,3485,1,6365,10,2283,1
3556,220.08,?,2.2271,34,?,15882,106520,26325,?,?,?,35,80,0,2220,1,0,1765,16109,0
1148,240.56,?,0.29887,86,?,156990,-241400,49230,?,?,?,75,10,0,3198,1,5602,1085,9245,0
?,?,?,1.2119,10,?,?,-1497800,?,4,?,?,397,27,0,1544,1,0,654,373,0
875,286.96,?,4.5518,62,?,?,-23371,7335,-20,?,?,146,3,2,5828,2,15695,647,1887,0
2373,176.56,?,2.9996,72,?,194860,34878,30384,4,?,?,308,80,2,4024,1,17682,1704,14801,0
630,286.96,?,2.1339,136,?,125590,325140,16461,10,?,?,131,199,2,3628,1,2323,1184,7869,0
182,288.48,?,4.5448,16,?,?,148290,0,4,?,?,295,45,0,3916,1,0,2069,8546,0
861,186.64,?,5.3014,38,?,78552,207550,60714,12,?,?,309,199,0,3147,1,0,2075,10507,0
2464,166.56,?,1.6702,86,?,18258,35.714,48735,?,?,?,222,177,0,5068,1,17018,1904,9176,0
?,?,?,4.3805,10,?,?,338020,?,-14,?,?,274,80,0,2312,2,0,247,3011,0
?,?,?,6.2369,8,?,?,-1787700,?,?,?,0,241,3,0,2263,1,0,2584,14872,0
?,?,?,6.0479,10,?,?,-1549100,?,-14,?,?,380,124,0,2531,2,0,1912,1468,0
994,253.52,?,5.7488,62,?,291140,100060,44478,8,?,?,314,246,0,512,1,9461,291,2881,0
658,0,?,3.0857,64,?,141860,166670,35802,?,?,?,262,232,0,5211,1,0,288,4466,0
903,92.88,?,2.317,34,?,129840,363600,145630,-20,?,?,329,84,0,4950,2,0,2073,6089,0
875,220.08,?,4.6964,96,?,?,98852,61758,-30,?,?,12,54,0,3505,1,0,1222,9884,0
854,186.64,?,4.1438,40,?,48363,-1152200,19071,16,?,?,202,198,0,5625,1,0,2069,18854,0
343,166.56,?,4.0115,16,?,403640,-96119,0,4,?,?,55,18,0,1365,1,0,2069,0,0
742,201.36,?,1.9571,158,?,294660,-280620,78543,-24,?,?,8,109,0,1464,2,0,2237,17733,0
966,200,?,0.19227,184,?,?,47441,24039,?,?,?,91,80,2,2471,1,17053,31,1198,0
448,186.64,?,0.51015,26,?,?,109780,0,4,?,?,78,124,0,3025,1,0,2069,11750,0
?,?,0,2.0075,4,0,?,-2281000,?,-20,?,?,173,18,0,1873,2,0,2120,13203,0
3689,302.96,?,6.3585,30,?,50397,99042,720,-22,?,?,64,3,0,3927,2,0,1779,5311,0
?,?,?,0.98141,8,?,?,-32738,?,4,?,0,95,138,0,5540,1,0,2069,2162,0
343,186.64,?,2.4038,18,?,5067,49944,0,4,?,?,231,224,0,376,1,0,2069,17549,0
56,20.08,?,1.0906,14,?,61743,-553520,0,-10,?,?,157,3,0,4771,1,0,1038,13065,0
1568,166.56,?,0.86734,40,?,77802,24636,2196,16,?,?,115,199,0,572,1,0,2073,7387,0
756,254.72,?,1.6428,110,?,15483,141130,78615,?,?,?,290,161,0,5300,1,0,1904,9061,0
6139,186.64,?,4.8515,38,?,23658,204860,13653,?,?,?,182,224,0,2958,1,0,2073,13588,1
2975,166.56,?,0.39073,60,?,229000,296860,46179,36,?,?,29,80,0,3130,1,5604,919,12753,0
427,220.48,?,5.4916,46,?,?,169540,72585,20,?,?,75,43,0,3529,1,0,905,12100,0
399,76.88,?,2.3457,116,?,?,-1524200,43191,-22,?,?,41,20,0,2329,2,18149,780,7176,0
1785,327.28,?,2.5789,242,?,191950,-500040,7641,?,?,?,264,208,0,2982,1,0,424,18867,0
?,?,?,6.1938,10,?,?,-682770,?,-14,?,?,67,14,0,2815,2,0,247,18314,0
84,198.88,?,6.2074,14,?,49251,84470,0,4,?,?,399,240,0,4975,1,0,1873,14152,0
1064,166.56,?,3.8571,82,?,0,-135450,77481,4,?,?,131,80,2,3944,1,11919,2178,13609,0
889,263.52,?,4.2294,18,?,373890,23064,0,-20,?,?,109,45,0,23,2,0,1765,8695,0
910,220.08,?,3.8938,112,?,58809,144100,85149,?,?,?,286,18,2,2756,1,13544,1222,18946,0
392,284.88,?,4.9603,24,?,32517,87914,0,-18,?,?,353,199,0,1937,2,0,2069,5797,0
1267,220.08,?,3.7887,74,?,113320,147230,5841,?,?,?,5,224,2,3512,1,21324,10,50,0
?,?,?,4.6319,8,?,?,-1104900,?,-18,?,0,241,224,0,2343,2,0,668,9402,0
1281,273.6,?,5.5349,86,?,1524,-403640,57186,-22,?,?,68,3,2,1516,2,9853,1904,13771,0
882,278.48,?,3.3986,52,?,7680,-759520,53919,-14,?,?,286,199,2,1882,2,20234,1765,3235,0
420,253.52,?,1.2205,24,?,602160,-160030,0,-20,?,?,302,224,0,3089,2,0,1765,3942,0
770,233.44,?,6.1596,54,?,895090,60549,9036,30,?,?,109,119,2,3820,1,5139,2069,17165,0
4305,186.64,?,4.1688,202,?,46206,-79208,58617,?,?,?,375,224,2,5898,1,19464,422,5272,0
861,410.64,?,2.169,58,?,?,130590,4248,?,?,?,307,43,0,2557,1,5620,2097,1723,0
952,267.04,?,5.2655,90,?,199070,128250,594,-30,?,?,352,54,2,3955,1,7397,1085,5551,0
1869,176.56,?,6.2209,170,?,?,20031,56673,-28,?,?,80,3,0,413,1,1810,1203,1886,0
252,220.08,?,6.981,18,?,88581,18937,0,?,?,?,30,199,0,4025,1,0,2069,5929,0
1589,20.08,?,1.5366,112,?,53286,-70179,6516,4,?,?,262,86,0,2476,1,0,2306,17402,0
847,256.16,?,6.0406,38,?,?,99491,?,14,?,?,159,80,0,2787,1,0,654,6314,0
1281,451.76,?,0.85858,14,?,300960,-501950,0,-12,?,?,169,199,0,5936,1,0,905,6774,0
847,200,?,3.1912,24,?,178730,132990,0,4,?,?,5,224,0,407,1,0,2069,9532,0
1834,166.56,?,5.2965,106,?,257170,97879,33201,?,?,?,155,121,0,3390,1,924,802,13017,0
287,327.6,?,0.47383,14,?,101490,-626190,0,4,?,?,347,142,0,4399,1,0,2069,16444,0
0,0,?,5.2213,104,?,?,0,48789,?,?,?,124,18,2,1040,1,21264,1222,16577,0
987,318.08,?,1.6223,156,?,?,-232070,684,-20,?,?,183,167,0,131,2,5431,1091,7743,0
686,263.52,?,1.113,34,?,?,-90198,186670,4,?,?,347,142,0,3285,1,0,2073,776,0
553,186.64,?,4.827,30,?,147540,215160,2016,4,?,?,251,124,0,916,1,0,2073,17988,0
518,243.92,?,0.96796,16,?,81897,252490,0,-8,?,?,203,199,0,4944,2,0,247,11808,0
357,166.56,?,2.1602,38,?,43398,-203840,70533,14,?,?,105,86,0,4529,1,0,2073,377,0
1106,266.88,?,6.338,106,?,104310,130920,9189,?,?,?,222,68,0,1962,1,5528,1904,10025,0
?,?,0,1.9408,4,0,?,-3752100,?,-20,?,?,123,80,0,1626,1,0,252,13453,0
1680,266.88,?,3.2243,64,?,77226,25947,9603,-30,?,?,92,124,2,5973,1,4554,2069,4228,0
?,?,?,0.60009,6,?,?,-1597100,?,-18,3,?,247,18,0,1367,2,0,1912,11105,0
1351,253.52,?,5.448,84,?,129930,275210,14949,-20,?,?,55,18,2,5887,2,5550,1397,1378,0
322,186.64,?,4.1688,32,?,30294,-128270,10845,8,?,?,397,199,0,5471,1,0,2073,9634,0
854,234.72,?,0.1724,112,?,5448,113570,29709,?,?,?,153,124,2,5943,1,11035,1345,8138,0
2296,166.56,?,4.0914,82,?,14079,-285180,122580,22,?,?,5,40,0,2111,1,18232,730,2404,0
903,166.56,?,2.3273,58,?,?,81368,17217,34,?,?,264,199,0,1492,1,0,2424,8395,0
2002,286.96,?,0.52553,198,?,1968,273190,15507,32,?,?,344,85,2,2883,1,9546,2226,8741,0
4158,166.56,?,3.5206,108,?,528320,-5105.4,6732,?,?,?,155,20,2,3355,1,5511,2371,3460,0
112,253.52,?,4.2564,22,?,?,12068,0,4,?,?,173,97,0,4815,1,0,711,16518,0
532,133.12,?,0.56249,44,?,?,6698,41481,-6,?,?,45,7,0,5238,1,0,936,7817,0
1834,220.08,?,4.0265,146,?,235480,1006100,2241,?,?,?,104,124,2,5639,1,312,787,3877,0
3003,166.56,?,3.1021,80,?,?,-134080,30915,56,?,?,70,12,0,2547,1,7583,10,445,1
175,286.96,?,5.2999,16,?,?,-17188,0,4,?,?,209,80,0,5626,1,0,2069,18153,0
749,186.64,?,4.652,58,?,?,528630,61578,-22,?,?,368,45,0,5023,2,13625,2073,2883,0
574,166.56,?,4.9118,82,?,10761,-25714,87660,4,?,?,375,196,2,102,1,18103,2296,6420,0
1512,166.56,?,0.43132,180,?,?,51385,1350,4,?,?,246,80,0,3022,1,0,1145,12078,0
721,424.48,?,4.7315,60,?,128010,378520,17874,-20,?,?,37,145,0,4999,2,5500,1936,5826,0
?,?,?,5.733,8,?,?,-1104400,?,-16,?,0,161,124,0,5572,2,0,2493,9736,0
?,?,?,3.9092,8,?,?,-588730,?,-16,?,0,146,199,0,1617,2,0,128,1043,0
56,280.72,?,1.8,18,?,?,-140550,0,?,?,?,176,133,0,4323,1,0,2054,15700,0
784,286.96,?,1.8838,148,?,?,86058,42408,?,?,?,176,98,2,2595,1,19418,1222,18160,0
651,186.64,?,3.9586,32,?,23829,60728,2970,8,?,?,51,80,0,1184,1,0,2073,12819,0
1085,133.12,?,6.0446,50,?,?,-2026.3,33597,?,?,?,183,199,2,1657,1,12916,936,954,0
147,265.84,?,2.3256,16,?,145960,-33132,0,4,?,?,64,14,0,5899,1,0,711,15880,0
